Sample,Sample ID,Flag,Device,Latitude,Longitude,Water depth,Ocean,Sample depth top,Sample depth bottom,Sample depth average,Author,Journal,Year,Publication doi,Resource doi,Comment,Database,Type,Count min,Count,D. anfracta,G. cavernula,G. crassaformis,G. hirsuta,G. cultrata,G. scitula,G. truncatulinoides,G. tumida,G. ungulata,G. eastropacia,G. inflata,N. dutertrei,N. incompta,N. pachyderma,P. obliquiloculata,G. conglomerata,G. hexagonus,B. pumilio,G. bulloides,G. falconensis,G. conglobatus,G. ruber ruber,G. ruber albus,T. sacculifer,G. tenellus,O. universa,B. digitata,G. siphonifera,G. calida,G. adamsi,T. quinqueloba,T. humilis,G. rubescens,S. dehiscens,C. nitida,G. glutinata,G. uvula,G. minuta,T. iota,H. pelagica,H. digitata
GIK16411-1,ATL947_0340,1,Giant Box,9.5133,-19.8933,4622,7,0,0.01,0.005,"Pflaumann, U.",Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. adamsi set to 0, G. hexagonus set to 0, T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, G. conglomerata set to 0",28,0,,357,0,0,7,0,33,3,3,15,0,0,5,91,32,0,11,0,0,0,26,0,2,0,43,62,0,5,1,15,0,0,0,0,0,1,0,1,0,0,0,0,0
GIK16412-1,ATL947_0341,1,Giant Box,9.56,-19.8433,4607,7,0,0.01,0.005,"Pflaumann, U.",Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, missing count data set to zero as sample is assumed to be complete",28,0,,470,0,0,10,0,64,2,2,18,0,0,13,100,30,0,6,0,0,0,16,0,2,0,42,124,0,8,11,14,6,0,0,0,0,2,0,0,0,0,0,0,0
GIK16413-1,ATL947_0342,1,Giant Box,10.0183,-19.3033,4397,7,0,0.01,0.005,"Pflaumann, U.",Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. adamsi set to 0, G. hexagonus set to 0, T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, G. conglomerata set to 0",28,0,,261,0,0,9,0,56,2,1,22,0,0,10,93,5,0,3,0,0,0,4,0,3,0,16,33,0,1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0
GIK16415-1,ATL947_0343,1,Giant Box,9.5667,-19.1067,3841,7,0,0.01,0.005,"Pflaumann, U.",Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. adamsi set to 0, G. hexagonus set to 0, sample depth information from duplicate sample, G. conglomerata set to 0",28,0,,472,0,0,3,0,43,2,5,11,0,0,4,80,12,0,9,0,0,0,29,0,1,0,105,119,0,10,3,16,2,0,0,0,0,0,0,14,0,0,0,0,0
GIK16416-1,ATL947_0344,1,Giant Box,9.865,-19.3983,4336,7,0,0.01,0.005,"Pflaumann, U.",Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. adamsi set to 0, G. hexagonus set to 0, T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, G. conglomerata set to 0",28,0,,324,0,0,8,0,68,0,1,15,0,0,4,103,15,0,6,0,0,0,4,0,4,0,21,63,0,4,1,5,0,0,0,0,0,1,0,1,0,0,0,0,0
GIK16417-1,ATL947_0345,1,Giant Box,10.0683,-19.7267,4627,7,0,0.01,0.005,"Pflaumann, U.",Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. truncatulinoides subspecies set to N/A, missing count data set to zero as sample is assumed to be complete, sample depth information from duplicate sample, T. quinqueloba subspecies set to N/A",28,0,,318,0,0,10,0,64,0,0,15,0,0,9,97,7,0,7,0,0,0,9,0,1,0,18,70,0,2,1,6,0,0,0,0,0,3,0,1,0,0,0,0,0
GIK16419-1,ATL947_0346,1,Giant Box,9.8917,-16.74,312,7,0,0.01,0.005,"Pflaumann, U.",Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, missing count data set to zero as sample is assumed to be complete",28,0,,575,0,0,14,0,27,1,1,1,0,0,8,55,16,0,2,0,0,0,68,0,0,1,230,97,5,4,2,21,1,0,0,0,0,0,0,21,0,0,0,0,0
GIK16420-1,ATL947_0347,1,Giant Box,9.9283,-17.5333,806,7,0,0.01,0.005,"Pflaumann, U.",Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"sample depth information from duplicate sample, missing count data set to zero as sample is assumed to be complete",28,0,,275,0,0,1,0,8,4,1,1,0,0,11,31,16,0,0,0,0,0,34,0,0,0,104,44,2,1,0,5,0,0,2,0,0,0,0,11,0,0,0,0,0
GIK16421-1,ATL947_0348,1,Giant Box,9.9217,-17.8683,1556,7,0,0.01,0.005,"Pflaumann, U.",Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. adamsi set to 0, G. hexagonus set to 0, T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, G. conglomerata set to 0",28,0,,380,0,0,11,0,50,5,1,9,0,0,5,37,14,0,1,0,0,0,15,0,0,0,107,88,0,10,0,11,3,0,0,0,0,1,0,10,0,0,0,0,0
GIK16430-2,ATL947_0349,1,Grab,5.617,-19.983,2811,7,0,0.01,0.005,"Pflaumann, U.",Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. adamsi set to 0, G. hexagonus set to 0, T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, G. conglomerata set to 0",28,0,,556,0,0,5,2,19,1,1,7,0,0,2,53,6,0,6,0,0,0,8,0,4,0,171,223,4,11,2,17,0,0,0,0,1,0,0,13,0,0,0,0,0
GIK16432-2,ATL947_0350,1,Gravity,3.0217,-22.0217,4520,7,0,0.01,0.005,"Pflaumann, U.",Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, missing count data set to zero as sample is assumed to be complete",28,0,,644,0,0,1,0,37,1,3,28,0,0,1,39,1,0,19,0,0,0,15,1,3,0,194,221,3,7,1,32,0,0,0,0,0,2,0,33,0,0,0,0,0
GIK16437-3,ATL947_0351,1,Grab,16.933,-17.933,2766,7,0,0.01,0.005,"Pflaumann, U.",Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. truncatulinoides subspecies set to N/A, missing count data set to zero as sample is assumed to be complete, sample depth information from duplicate sample, T. quinqueloba subspecies set to N/A",12,0,,330,0,0,2,0,32,2,0,8,0,0,86,52,39,0,2,0,0,0,57,0,0,0,16,9,3,4,6,2,0,0,0,0,0,0,0,10,0,0,0,0,0
GIK16453-2,ATL947_0352,1,Giant Box,4.7333,-20.9417,2675,7,0,0.01,0.005,"Pflaumann, U.",Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. adamsi set to 0, G. hexagonus set to 0, T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, G. conglomerata set to 0",28,0,,787,0,0,9,0,20,4,6,20,0,0,2,38,10,0,7,0,0,0,14,1,13,31,238,253,6,16,5,34,2,0,0,0,4,2,1,48,0,0,0,0,0
GIK16455-1,ATL947_0353,1,Giant Box,5.27,-22.865,4160,7,0,0.01,0.005,"Pflaumann, U.",Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. adamsi set to 0, G. hexagonus set to 0, T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, G. conglomerata set to 0",28,0,,1023,0,0,7,0,28,7,1,24,0,0,0,41,7,0,10,0,0,0,9,0,13,16,326,385,6,17,11,51,7,0,0,0,2,1,0,50,0,0,0,0,0
GIK16457-1,ATL947_0354,1,Giant Box,5.3917,-21.72,3291,7,0,0.01,0.005,"Pflaumann, U.",Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. adamsi set to 0, G. hexagonus set to 0, T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, G. conglomerata set to 0",28,0,,1094,0,0,5,0,16,5,4,20,0,0,2,40,14,0,4,0,0,0,28,1,4,25,355,373,8,25,3,48,9,0,0,0,7,0,1,90,0,0,0,0,0
GIK16458-2,ATL947_0355,1,Giant Box,5.335,-22.055,3518,7,0,0.01,0.005,"Pflaumann, U.",Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, missing count data set to zero as sample is assumed to be complete",28,0,,1129,0,0,6,0,18,8,2,33,0,0,1,48,17,0,6,0,0,0,24,0,18,23,375,323,9,24,8,56,3,0,0,0,1,1,2,123,0,0,0,0,0
GIK16756-1,ATL947_0356,1,Giant Box,9.0783,-17,1495,7,0,0.01,0.005,"Pflaumann, U.",Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. adamsi set to 0, G. hexagonus set to 0, T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, G. conglomerata set to 0",28,0,,694,0,0,17,0,34,2,3,5,0,0,15,98,34,0,1,0,0,0,16,0,0,47,216,130,8,12,0,37,0,0,0,0,2,0,0,17,0,0,0,0,0
GIK16757-1,ATL947_0357,1,Giant Box,8.9833,-16.9467,2358,7,0,0.01,0.005,"Pflaumann, U.",Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, missing count data set to zero as sample is assumed to be complete",28,0,,542,0,0,14,0,38,9,1,17,0,0,7,79,36,0,2,0,0,0,34,0,8,7,114,131,0,11,2,14,0,0,0,0,3,1,0,16,0,0,0,0,0
GIK16768-1,ATL947_0358,1,Giant Box,7.63,-15.1683,4327,7,0,0.01,0.005,"Pflaumann, U.",Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. adamsi set to 0, G. hexagonus set to 0, G. truncatulinoides subspecies set to N/A, T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, G. conglomerata set to 0",28,0,,277,0,0,12,0,13,1,0,8,0,0,2,21,0,0,0,0,0,0,3,0,2,34,113,53,0,0,0,4,0,0,0,0,0,0,0,10,0,0,0,0,0
GIK16771-1,ATL947_0359,1,Giant Box,0.8133,-15.5117,2779,7,0,0.01,0.005,"Pflaumann, U.",Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. adamsi set to 0, G. hexagonus set to 0, T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, G. conglomerata set to 0",20,0,,809,0,0,9,2,78,10,2,9,0,0,8,52,10,0,41,0,0,0,31,12,2,50,210,152,2,15,0,35,0,0,0,0,0,2,0,72,0,0,0,0,0
GIK16772-1,ATL947_0360,1,Giant Box,-1.34,-11.9733,3911,11,0,0.01,0.005,"Pflaumann, U.",Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, missing count data set to zero as sample is assumed to be complete",52,0,,1093,0,0,19,0,74,3,2,11,0,0,8,35,5,0,57,0,0,0,66,7,1,48,364,176,0,27,3,53,0,0,0,0,1,0,0,132,0,0,0,0,0
GIK16773-2,ATL947_0361,1,Giant Box,-0.9495,-9.3917,4658,11,0,0.01,0.005,"Pflaumann, U.",Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, missing count data set to zero as sample is assumed to be complete",52,0,,692,0,0,15,0,63,1,8,7,0,0,12,55,15,0,72,0,0,0,30,0,0,8,169,145,1,6,3,33,0,0,0,0,0,1,0,49,0,0,0,0,0
GIK16774-3,ATL947_0362,1,Giant Box,-0.0117,-9.96,4398,11,0,0.01,0.005,"Pflaumann, U.",Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, missing count data set to zero as sample is assumed to be complete",52,0,,828,0,0,8,0,73,5,8,7,0,0,17,68,27,0,34,0,0,0,38,10,2,34,205,161,3,15,0,41,1,0,0,0,3,0,0,69,0,0,0,0,0
GIK16775-2,ATL947_0363,1,Giant Box,0.9867,-11.1533,3730,7,0,0.01,0.005,"Pflaumann, U.",Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, missing count data set to zero as sample is assumed to be complete",20,0,,1278,0,0,10,0,86,6,5,14,0,0,32,111,33,3,37,0,0,0,73,1,3,79,304,215,12,22,1,61,0,0,0,0,14,4,0,151,0,0,0,0,0
GIK16777-1,ATL947_0364,1,Giant Box,3.9283,-10.62,3282,7,0,0.01,0.005,"Pflaumann, U.",Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. truncatulinoides subspecies set to N/A, missing count data set to zero as sample is assumed to be complete, sample depth information from duplicate sample, T. quinqueloba subspecies set to N/A",28,0,,516,0,0,5,0,53,0,0,14,0,0,20,56,0,0,11,0,0,0,14,0,11,19,124,156,0,3,2,14,0,0,0,0,0,2,0,12,0,0,0,0,0
GIK16779-1,ATL947_0365,1,Giant Box,4.21,-9.6367,2002,7,0,0.01,0.005,"Pflaumann, U.",Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. adamsi set to 0, G. hexagonus set to 0, G. truncatulinoides subspecies set to N/A, T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, G. conglomerata set to 0",28,0,,330,0,0,2,0,13,0,0,8,0,0,10,29,0,0,7,0,0,0,6,0,6,14,102,109,0,4,0,5,0,0,0,0,0,0,0,15,0,0,0,0,0
GIK16780-1,ATL947_0366,1,Giant Box,4.2983,-9.4983,1483,7,0,0.01,0.005,"Pflaumann, U.",Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. adamsi set to 0, G. hexagonus set to 0, G. truncatulinoides subspecies set to N/A, T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, G. conglomerata set to 0",28,0,,473,0,0,2,0,8,2,0,2,0,0,19,20,0,0,4,0,0,0,12,0,14,42,152,133,0,4,2,21,2,0,0,0,0,2,0,29,0,0,0,0,0
GIK16846-1,ATL947_0367,1,Giant Box,5.365,1.2867,2739,7,0,0.01,0.005,"Pflaumann, U.",Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. truncatulinoides subspecies set to N/A, sample depth information from duplicate sample, missing count data set to zero as sample is assumed to be complete",28,0,,372,0,0,5,0,7,3,0,1,0,0,12,45,0,0,1,0,0,0,23,0,0,74,127,19,1,8,0,17,3,0,2,0,2,0,0,22,0,0,0,0,0
GIK16855-1,ATL947_0368,1,Giant Box,5.5133,3.7783,2173,7,0,0.01,0.005,"Pflaumann, U.",Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. adamsi set to 0, G. hexagonus set to 0, G. truncatulinoides subspecies set to N/A, T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, G. conglomerata set to 0",28,0,,438,0,0,7,0,38,1,0,1,0,0,4,63,0,0,5,0,0,0,11,0,0,61,84,114,0,7,0,23,4,0,0,0,0,2,0,13,0,0,0,0,0
GIK16856-1,ATL947_0369,1,Giant Box,4.8033,3.4083,2860,7,0,0.01,0.005,"Pflaumann, U.",Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. truncatulinoides subspecies set to N/A, missing count data set to zero as sample is assumed to be complete, sample depth information from duplicate sample, T. quinqueloba subspecies set to N/A",28,0,,492,0,0,9,0,34,0,0,9,0,0,13,80,0,0,4,0,0,0,11,0,0,68,155,76,0,1,0,25,0,0,0,0,0,0,0,7,0,0,0,0,0
GIK16864-1,ATL947_0370,1,Giant Box,3.155,6.285,1495,7,0,0.01,0.005,"Pflaumann, U.",Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. truncatulinoides subspecies set to N/A, missing count data set to zero as sample is assumed to be complete, sample depth information from duplicate sample, T. quinqueloba subspecies set to N/A",28,0,,286,0,0,8,0,15,0,0,3,0,0,9,23,0,0,1,0,0,0,4,0,0,61,79,34,0,5,0,26,0,0,0,0,0,0,0,16,0,0,0,0,0
GIK16865-1,ATL947_0371,1,Giant Box,2.6718,6.0548,2492,7,0,0.01,0.005,"Pflaumann, U.",Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, missing count data set to zero as sample is assumed to be complete",20,0,,462,0,0,17,0,83,3,16,0,0,0,23,92,0,0,9,0,0,0,3,0,0,39,58,70,0,9,0,14,0,0,0,0,0,4,0,23,0,0,0,0,0
GIK16868-2,ATL947_0372,1,Giant Box,-0.2283,6.0183,1284,11,0,0.01,0.005,"Pflaumann, U.",Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, missing count data set to zero as sample is assumed to be complete",52,0,,995,0,0,31,0,23,11,8,5,0,0,83,115,37,1,6,0,0,0,69,0,1,98,289,119,7,5,0,40,1,0,0,0,1,0,0,46,0,0,0,0,0
GIK16870-1,ATL947_0373,1,Giant Box,-0.215,5.9683,2469,11,0,0.01,0.005,"Pflaumann, U.",Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, missing count data set to zero as sample is assumed to be complete",52,0,,1196,0,0,32,0,38,12,6,13,0,0,48,123,19,0,7,0,0,0,105,5,1,212,260,142,7,18,2,61,1,0,0,0,12,1,0,69,0,0,0,0,0
GIK16871-1,ATL947_0374,1,Giant Box,-0.73,6.935,2987,11,0,0.01,0.005,"Pflaumann, U.",Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. truncatulinoides subspecies set to N/A, missing count data set to zero as sample is assumed to be complete, sample depth information from duplicate sample, T. quinqueloba subspecies set to N/A",20,0,,470,0,0,23,2,63,2,0,13,0,0,63,135,1,0,1,0,0,0,16,0,0,20,42,50,0,6,5,23,0,0,0,0,0,3,0,2,0,0,0,0,0
GIK16872-1,ATL947_0375,1,Giant Box,-0.3467,8.0383,2223,11,0,0.01,0.005,"Pflaumann, U.",Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. adamsi set to 0, G. hexagonus set to 0, G. truncatulinoides subspecies set to N/A, T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, G. conglomerata set to 0",20,0,,260,0,0,9,0,15,0,0,3,0,0,24,31,1,0,3,0,0,0,22,0,0,56,52,11,3,5,1,19,1,0,0,0,0,1,0,3,0,0,0,0,0
GIK17045-2,ATL947_0376,1,Giant Box,52.4483,-16.6567,3653,7,,,,"Pflaumann, U.",Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. adamsi set to 0, G. hexagonus set to 0, T. quinqueloba sum corrected, T. sacculifer subspecies set to N/A, G. conglomerata set to 0",4,0,,905,0,0,0,2,0,25,11,0,0,0,80,45,374,12,0,0,0,0,162,0,0,0,4,0,0,9,1,8,0,0,24,0,0,0,0,141,0,0,0,0,0
GIK17048-3,ATL947_0377,1,Gravity,54.3067,-18.1767,1859,7,0,0.01,0.005,"Pflaumann, U.",Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"T. sacculifer subspecies set to N/A, sample depth information from duplicate sample, missing count data set to zero as sample is assumed to be complete",12,0,,575,0,0,0,5,0,14,3,0,0,0,41,94,141,3,0,0,0,0,134,0,0,0,0,0,0,1,0,0,0,0,33,0,0,0,0,106,0,0,0,0,0
GIK17051-2,ATL947_0378,1,Giant Box,56.1617,-31.99,2314,7,0,0.01,0.005,"Pflaumann, U.",Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"T. sacculifer subspecies set to N/A, missing count data set to zero as sample is assumed to be complete, sample depth information from duplicate sample, G. truncatulinoides subspecies set to N/A",12,0,,656,0,0,0,0,0,5,0,0,0,0,18,41,146,6,0,0,0,0,252,0,0,0,1,0,0,1,0,0,0,0,80,0,0,0,0,107,0,0,0,0,0
GIK17052-4,ATL947_0379,1,Giant Box,56.4317,-33.8817,1681,7,0,0.01,0.005,"Pflaumann, U.",Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. adamsi set to 0, G. hexagonus set to 0, T. sacculifer subspecies set to N/A, sample depth information from duplicate sample, G. conglomerata set to 0",12,0,,824,0,0,0,0,0,2,2,0,0,0,17,22,179,119,0,0,0,0,244,0,0,0,0,0,0,0,0,2,0,0,167,0,0,0,0,69,0,0,0,0,0
GIK17054-1,ATL947_0380,1,Giant Box,48.445,-27.6967,1834,7,0,0.01,0.005,"Pflaumann, U.",Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. adamsi set to 0, G. hexagonus set to 0, T. sacculifer subspecies set to N/A, sample depth information from duplicate sample, G. conglomerata set to 0",12,0,,363,0,0,0,4,0,16,3,0,0,0,57,28,83,5,0,0,0,0,111,2,1,0,1,0,0,2,0,1,0,0,7,0,0,0,0,43,0,0,0,0,0
GIK17056-1,ATL947_0381,1,Giant Box,48.0367,-25.8967,3604,7,0,0.01,0.005,"Pflaumann, U.",Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"T. sacculifer subspecies set to N/A, sample depth information from duplicate sample, missing count data set to zero as sample is assumed to be complete",12,0,,415,0,0,0,5,0,23,5,0,0,0,41,41,73,1,0,0,0,0,172,0,0,0,1,0,0,2,0,3,0,0,7,0,0,0,0,41,0,0,0,0,0
GIK23037-2,ATL947_0382,1,Giant Box,65.515,-0.1117,3062,513,0,0.01,0.005,"Pflaumann, U.",Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"T. sacculifer subspecies set to N/A, missing count data set to zero as sample is assumed to be complete, sample depth information from duplicate sample, G. truncatulinoides subspecies set to N/A",12,0,,570,0,0,0,0,0,0,0,0,0,0,2,3,108,306,0,0,0,0,40,0,0,0,2,0,0,0,0,0,0,0,103,0,0,0,0,6,0,0,0,0,0
GIK23039-3,ATL947_0383,1,Giant Box,67.6517,5.8033,1428,513,0,0.01,0.005,"Pflaumann, U.",Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"T. sacculifer subspecies set to N/A, missing count data set to zero as sample is assumed to be complete, sample depth information from duplicate sample, G. truncatulinoides subspecies set to N/A",12,0,,433,0,0,0,0,0,0,0,0,0,0,1,0,161,199,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,6,0,0,0,0,0
GIK23041-1,ATL947_0384,1,Giant Box,68.6967,-0.2367,2258,513,0,0.01,0.005,"Pflaumann, U.",Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"T. sacculifer subspecies set to N/A, missing count data set to zero as sample is assumed to be complete, sample depth information from duplicate sample, G. truncatulinoides subspecies set to N/A",12,0,,594,0,0,0,0,0,0,0,0,0,0,0,0,84,248,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,206,0,0,0,0,1,0,0,0,0,0
GIK23042-1,ATL947_0385,1,Giant Box,69.9967,-0.0417,3294,513,0,0.01,0.005,"Pflaumann, U.",Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"T. sacculifer subspecies set to N/A, missing count data set to zero as sample is assumed to be complete, sample depth information from duplicate sample, G. truncatulinoides subspecies set to N/A",12,0,,329,0,0,0,0,0,0,0,0,0,0,0,2,34,148,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0,0,0,0,0,0,0
GIK23043-3,ATL947_0386,1,Giant Box,70.2583,-3.3483,2133,513,0,0.01,0.005,"Pflaumann, U.",Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"T. sacculifer subspecies set to N/A, missing count data set to zero as sample is assumed to be complete, sample depth information from duplicate sample, G. truncatulinoides subspecies set to N/A",12,0,,435,0,0,0,0,0,0,0,0,0,0,0,0,30,197,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,166,0,0,0,0,1,0,0,0,0,0
GIK23044-1,ATL947_0387,1,Giant Box,68.235,2.5483,2387,513,0,0.01,0.005,"Pflaumann, U.",Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"T. sacculifer subspecies set to N/A, missing count data set to zero as sample is assumed to be complete, sample depth information from duplicate sample, G. truncatulinoides subspecies set to N/A",12,0,,426,0,0,0,0,0,1,0,0,0,0,0,1,96,206,0,0,0,0,27,0,0,0,0,0,1,0,0,0,0,0,91,0,0,0,0,5,0,0,0,0,0
GIK23058-2,ATL947_0388,1,Giant Box,69.5,3.0017,3276,513,0,0.01,0.005,"Pflaumann, U.",Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"T. sacculifer subspecies set to N/A, missing count data set to zero as sample is assumed to be complete, sample depth information from duplicate sample, G. truncatulinoides subspecies set to N/A",12,0,,487,0,0,0,0,0,0,0,0,0,0,1,0,81,200,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,190,0,0,0,0,3,0,0,0,0,0
GIK23059-2,ATL947_0389,1,Giant Box,70.305,-3.1217,2283,513,0,0.01,0.005,"Pflaumann, U.",Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"T. sacculifer subspecies set to N/A, missing count data set to zero as sample is assumed to be complete, sample depth information from duplicate sample, G. truncatulinoides subspecies set to N/A",12,0,,538,0,0,0,0,0,0,0,0,0,0,0,0,19,343,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,172,0,0,0,0,0,0,0,0,0,0
GIK23060-2,ATL947_0390,1,Giant Box,70.0017,-2.995,3229,513,0,0.01,0.005,"Pflaumann, U.",Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"T. sacculifer subspecies set to N/A, missing count data set to zero as sample is assumed to be complete, sample depth information from duplicate sample, G. truncatulinoides subspecies set to N/A",12,0,,730,0,0,0,0,0,0,0,0,0,0,0,0,38,402,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,255,0,0,0,0,1,0,0,0,0,0
GIK23067-2,ATL947_0391,1,Giant Box,68.0917,1.425,2837,513,0,0.01,0.005,"Pflaumann, U.",Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"T. sacculifer subspecies set to N/A, missing count data set to zero as sample is assumed to be complete, sample depth information from duplicate sample, G. truncatulinoides subspecies set to N/A",12,0,,425,0,0,0,0,0,0,0,0,0,0,0,0,81,227,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,3,0,0,0,0,0
