Sample,Sample ID,Flag,Device,Latitude,Longitude,Water depth,Ocean,Sample depth top,Sample depth bottom,Sample depth average,Author,Journal,Year,Publication doi,Resource doi,Comment,Database,Type,Count min,Count,D. anfracta,G. cavernula,G. crassaformis,G. hirsuta,G. cultrata,G. scitula,G. truncatulinoides,G. tumida,G. ungulata,G. theyeri,G. inflata,N. dutertrei,N. incompta,N. pachyderma,P. obliquiloculata,G. conglomerata,G. hexagonus,B. pumilio,G. bulloides,G. falconensis,G. conglobatus,G. ruber ruber,G. ruber albus,T. sacculifer,G. tenellus,O. universa,B. digitata,G. siphonifera,G. calida,G. adamsi,T. quinqueloba,T. humilis,G. rubescens,S. dehiscens,C. nitida,G. glutinata,G. uvula,G. minuta,T. iota,H. pelagica,H. digitata,SST
V16-50,ATL947_0725,1,Piston,-33.35,16.433,2376.0,11.0,0.0,0.01,0.005,CLIMAP Project Members,Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. adamsi set to 0, G. hexagonus set to 0, T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, G. conglomerata set to 0",20,0,,327.0,0.0,0.0,0.0,3.0,0.0,1.0,13.0,0.0,0.0,0.0,182.0,5.0,47.0,3.0,1.0,0.0,0.0,0.0,5.0,27.0,0.0,0.0,10.0,5.0,1.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,17.391481399536133
V17-144,ATL947_0727,1,Piston,-40.57,-55.17,2503.0,11.0,0.0,0.01,0.005,CLIMAP Project Members,Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. adamsi set to 0, G. hexagonus set to 0, T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, G. conglomerata set to 0",20,0,,414.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,120.0,0.0,59.0,35.0,0.0,0.0,0.0,0.0,142.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,1.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,11.072813034057617
V17-147,ATL947_0728,1,Piston,-33.15,-49.87,1545.0,11.0,0.0,0.01,0.005,CLIMAP Project Members,Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. adamsi set to 0, G. hexagonus set to 0, T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, G. conglomerata set to 0",20,0,,379.0,0.0,0.0,3.0,24.0,12.0,1.0,24.0,1.0,0.0,0.0,81.0,1.0,10.0,1.0,0.0,0.0,0.0,0.0,12.0,28.0,7.0,0.0,88.0,26.0,0.0,2.0,1.0,4.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,19.43807029724121
V17-158,ATL947_0729,0,Piston,12.383,-18.92,4358.0,7.0,,,,LSCE Gif-sur-Yvette,Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. menardii and G. tumida set to N/A, missing count data set to zero as sample is assumed to be complete, T. quinqueloba subspecies set to N/A",4,0,,346.0,0.0,0.0,4.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,27.0,45.0,26.0,2.0,5.0,0.0,0.0,0.0,1.0,4.0,0.0,30.0,27.0,53.0,0.0,4.0,11.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,25.15446662902832
V17-159,ATL947_0730,1,Piston,16.983,-20.05,3404.0,7.0,0.0,0.01,0.005,"Pflaumann, U.",Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, missing count data set to zero as sample is assumed to be complete",12,0,,523.0,0.0,0.0,4.0,0.0,108.0,0.0,3.0,6.0,0.0,0.0,191.0,56.0,14.0,0.0,3.0,0.0,0.0,0.0,19.0,0.0,0.0,15.0,56.0,35.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,23.732065200805664
V17-162,ATL947_0731,1,Piston,24.967,-28.93,5480.0,7.0,,,,CLIMAP Project Members,Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. adamsi set to 0, G. hexagonus set to 0, G. menardii and G. tumida set to N/A, T. quinqueloba subspecies set to N/A, G. conglomerata set to 0",4,0,,434.0,0.0,0.0,10.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,59.0,11.0,10.0,0.0,2.0,0.0,0.0,0.0,3.0,1.0,10.0,0.0,175.0,38.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,23.220714569091797
V17-163,ATL947_0732,1,Piston,27.967,-34.13,5132.0,7.0,,,,CLIMAP Project Members,Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. adamsi set to 0, G. hexagonus set to 0, T. quinqueloba subspecies set to N/A, G. conglomerata set to 0",4,0,,434.0,0.0,0.0,4.0,2.0,2.0,0.0,29.0,0.0,0.0,0.0,29.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,3.0,5.0,6.0,0.0,289.0,15.0,0.0,0.0,1.0,6.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,23.23233985900879
V17-165,ATL947_0734,1,Piston,32.75,-41.9,3924.0,7.0,0.0,0.01,0.005,CLIMAP Project Members,Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. adamsi set to 0, G. hexagonus set to 0, T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, G. conglomerata set to 0",12,0,,367.0,0.0,0.0,0.0,19.0,2.0,3.0,27.0,0.0,0.0,0.0,34.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,22.0,64.0,2.0,2.0,92.0,12.0,11.0,3.0,0.0,11.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,22.23366355895996
V17-196,ATL947_0736,1,Piston,60.733,-57.83,2818.0,7.0,0.0,0.01,0.005,CLIMAP Project Members,Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"T. quinqueloba subspecies set to N/A, T. sacculifer subspecies set to N/A, missing count data set to zero as sample is assumed to be complete, sample depth information from duplicate sample, G. truncatulinoides subspecies set to N/A",14,0,,345.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,338.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8005948066711426
V18-117,ATL947_0738,1,Piston,-49.5,-52.25,2559.0,11.0,0.0,0.01,0.005,CLIMAP Project Members,Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. adamsi set to 0, G. hexagonus set to 0, T. quinqueloba subspecies set to N/A, T. sacculifer subspecies set to N/A, sample depth information from duplicate sample, G. conglomerata set to 0",54,0,,376.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,32.0,0.0,10.0,238.0,0.0,0.0,0.0,0.0,73.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,6.978626728057861
V18-126,ATL947_0739,1,Piston,-45.67,-57.62,3499.0,11.0,0.0,0.01,0.005,CLIMAP Project Members,Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. adamsi set to 0, G. hexagonus set to 0, T. quinqueloba subspecies set to N/A, T. sacculifer subspecies set to N/A, sample depth information from duplicate sample, G. conglomerata set to 0",20,0,,333.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,133.0,0.0,24.0,29.0,0.0,0.0,0.0,0.0,85.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,9.063864707946777
V18-16,ATL947_0740,0,Piston,13.733,-51.12,4931.0,7.0,,,,LSCE Gif-sur-Yvette,Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"T. quinqueloba subspecies set to N/A, missing count data set to zero as sample is assumed to be complete",4,0,,367.0,0.0,0.0,6.0,0.0,15.0,0.0,4.0,36.0,0.0,0.0,2.0,43.0,4.0,0.0,53.0,0.0,0.0,0.0,4.0,0.0,38.0,1.0,33.0,54.0,0.0,8.0,9.0,22.0,0.0,0.0,1.0,0.0,0.0,15.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,27.017704010009766
V18-168,ATL947_0741,1,Piston,-32.17,-20.17,4251.0,11.0,0.0,0.01,0.005,"Pflaumann, U.",Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. adamsi set to 0, G. hexagonus set to 0, sample depth information from duplicate sample, G. conglomerata set to 0",20,0,,428.0,0.0,0.0,0.0,27.0,3.0,24.0,54.0,0.0,0.0,0.0,52.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,10.0,92.0,10.0,1.0,86.0,4.0,2.0,1.0,1.0,8.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,19.07274055480957
V18-182,ATL947_0742,1,Piston,-32.33,15.017,2941.0,11.0,0.0,0.01,0.005,CLIMAP Project Members,Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. adamsi set to 0, G. hexagonus set to 0, sample depth information from duplicate sample, G. conglomerata set to 0",20,0,,443.0,0.0,0.0,0.0,6.0,0.0,9.0,19.0,0.0,0.0,0.0,152.0,44.0,50.0,3.0,0.0,0.0,0.0,0.0,46.0,46.0,0.0,0.0,19.0,6.0,0.0,1.0,2.0,4.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,17.542940139770508
V18-34,ATL947_0744,1,Piston,-31.35,-36.82,3252.0,11.0,0.0,0.01,0.005,CLIMAP Project Members,Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. adamsi set to 0, G. hexagonus set to 0, T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, G. conglomerata set to 0",20,0,,377.0,0.0,0.0,0.0,15.0,2.0,27.0,19.0,0.0,0.0,0.0,39.0,2.0,17.0,0.0,0.0,0.0,0.0,0.0,6.0,47.0,5.0,8.0,115.0,7.0,10.0,4.0,1.0,11.0,2.0,0.0,1.0,0.0,9.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,19.854045867919922
V18-373,ATL947_0745,1,Piston,38.75,-67.55,4202.0,7.0,0.0,0.01,0.005,CLIMAP Project Members,Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. adamsi set to 0, G. hexagonus set to 0, T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, G. conglomerata set to 0",12,0,,370.0,0.0,0.0,0.0,3.0,11.0,0.0,10.0,6.0,0.0,0.0,144.0,45.0,42.0,3.0,30.0,0.0,0.0,0.0,6.0,0.0,9.0,1.0,6.0,29.0,0.0,11.0,0.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,18.572439193725586
V19-242,ATL947_0747,1,Piston,-29.52,9.583,4881.0,11.0,0.0,0.01,0.005,CLIMAP Project Members,Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. adamsi set to 0, G. hexagonus set to 0, T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, G. conglomerata set to 0",20,0,,384.0,0.0,0.0,0.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,171.0,2.0,173.0,4.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,6.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18.374576568603516
V19-245,ATL947_0748,1,Piston,-26.2,4.683,2725.0,11.0,0.0,0.01,0.005,CLIMAP Project Members,Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. adamsi set to 0, G. hexagonus set to 0, T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, G. conglomerata set to 0",20,0,,325.0,0.0,0.0,0.0,12.0,15.0,9.0,27.0,0.0,0.0,0.0,78.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.0,0.0,40.0,25.0,3.0,6.0,1.0,20.0,9.0,0.0,1.0,1.0,1.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,19.446699142456055
V19-246,ATL947_0749,1,Piston,-25.77,4.1,4244.0,11.0,0.0,0.01,0.005,CLIMAP Project Members,Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. adamsi set to 0, G. hexagonus set to 0, T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, G. conglomerata set to 0",20,0,,508.0,0.0,0.0,2.0,14.0,27.0,30.0,53.0,2.0,0.0,0.0,123.0,0.0,47.0,2.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,36.0,31.0,4.0,5.0,0.0,12.0,0.0,0.0,0.0,0.0,7.0,6.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,19.5479679107666
V19-248,ATL947_0750,1,Piston,-24.57,4.833,3321.0,11.0,0.0,0.01,0.005,CLIMAP Project Members,Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. adamsi set to 0, G. hexagonus set to 0, T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, G. conglomerata set to 0",20,0,,463.0,0.0,0.0,3.0,8.0,19.0,10.0,28.0,2.0,0.0,0.0,110.0,13.0,64.0,0.0,0.0,0.0,0.0,0.0,5.0,23.0,0.0,1.0,50.0,29.0,7.0,6.0,1.0,10.0,10.0,0.0,0.0,0.0,5.0,1.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,19.6599063873291
V19-262,ATL947_0751,1,Piston,-18.33,8.383,4918.0,11.0,0.0,0.01,0.005,CLIMAP Project Members,Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. adamsi set to 0, G. hexagonus set to 0, G. truncatulinoides subspecies set to N/A, T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, G. conglomerata set to 0",20,0,,437.0,0.0,0.0,4.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,234.0,6.0,97.0,1.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,2.0,3.0,1.0,0.0,18.0,5.0,2.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,19.5776424407959
V19-283,ATL947_0752,1,Piston,-1.283,5.533,3442.0,11.0,0.0,0.01,0.005,CLIMAP Project Members,Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. adamsi set to 0, G. hexagonus set to 0, G. truncatulinoides subspecies set to N/A, T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, G. conglomerata set to 0",20,0,,410.0,0.0,0.0,13.0,0.0,26.0,2.0,0.0,4.0,0.0,0.0,27.0,92.0,11.0,1.0,16.0,0.0,0.0,0.0,7.0,9.0,0.0,5.0,100.0,63.0,0.0,4.0,1.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,26.050539016723633
V19-296,ATL947_0753,1,Piston,1.417,-9.083,5017.0,7.0,0.0,0.01,0.005,CLIMAP Project Members,Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. adamsi set to 0, G. hexagonus set to 0, G. truncatulinoides subspecies set to N/A, T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, G. conglomerata set to 0",20,0,,295.0,0.0,0.0,21.0,0.0,32.0,0.0,0.0,52.0,0.0,0.0,1.0,79.0,16.0,2.0,41.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,13.0,10.0,0.0,6.0,3.0,3.0,4.0,0.0,0.0,0.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,26.240257263183594
V19-298,ATL947_0754,1,Piston,3.65,-15.05,4792.0,7.0,0.0,0.01,0.005,LSCE Gif-sur-Yvette,Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. adamsi set to 0, G. hexagonus set to 0, G. truncatulinoides subspecies set to N/A, T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, G. conglomerata set to 0",20,0,,302.0,0.0,0.0,8.0,1.0,32.0,0.0,0.0,95.0,0.0,0.0,2.0,74.0,1.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0,11.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,26.957731246948242
V19-310,ATL947_0756,1,Piston,33.3,-48.27,4607.0,7.0,0.0,0.01,0.005,LSCE Gif-sur-Yvette,Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. adamsi set to 0, G. hexagonus set to 0, T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, G. conglomerata set to 0",12,0,,364.0,0.0,0.0,1.0,1.0,2.0,1.0,29.0,0.0,0.0,0.0,85.0,4.0,9.0,0.0,2.0,0.0,0.0,0.0,24.0,52.0,2.0,20.0,92.0,7.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,22.04475975036621
V20-213,ATL947_0757,1,Piston,-28.33,-13.15,2175.0,11.0,0.0,0.01,0.005,CLIMAP Project Members,Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. adamsi set to 0, G. hexagonus set to 0, T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, G. conglomerata set to 0",20,0,,895.0,0.0,0.0,5.0,10.0,5.0,27.0,79.0,1.0,0.0,0.0,126.0,2.0,71.0,2.0,1.0,0.0,0.0,0.0,29.0,108.0,3.0,39.0,198.0,18.0,24.0,12.0,11.0,21.0,9.0,0.0,0.0,0.0,13.0,1.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,20.959896087646484
V20-228,ATL947_0759,1,Piston,-2.483,-36.42,3676.0,11.0,0.0,0.01,0.005,CLIMAP Project Members,Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. adamsi set to 0, G. hexagonus set to 0, G. truncatulinoides subspecies set to N/A, T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, G. conglomerata set to 0",20,0,,418.0,0.0,0.0,4.0,0.0,47.0,0.0,0.0,17.0,0.0,0.0,0.0,7.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,5.0,30.0,134.0,105.0,1.0,4.0,1.0,14.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,27.073299407958984
V20-235,ATL947_0763,0,Piston,8.467,-30.13,5242.0,7.0,,,,LSCE Gif-sur-Yvette,Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. menardii and G. tumida set to N/A, missing count data set to zero as sample is assumed to be complete, T. quinqueloba subspecies set to N/A",4,0,,509.0,0.0,0.0,23.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,118.0,2.0,1.0,67.0,0.0,0.0,0.0,2.0,0.0,7.0,1.0,17.0,34.0,2.0,4.0,6.0,5.0,1.0,0.0,0.0,0.0,0.0,23.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,26.672895431518555
V20-253,ATL947_0765,1,Piston,38.283,-68.53,4889.0,7.0,,,,CLIMAP Project Members,Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. adamsi set to 0, G. hexagonus set to 0, G. conglomerata set to 0",4,0,,551.0,0.0,0.0,1.0,1.0,12.0,0.0,2.0,7.0,0.0,0.0,151.0,64.0,238.0,5.0,5.0,0.0,0.0,0.0,21.0,2.0,5.0,0.0,8.0,3.0,0.0,12.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,18.23972511291504
V22-122,ATL947_0768,1,Piston,-39.58,24.583,3272.0,129.0,0.0,0.01,0.005,CLIMAP Project Members,Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,sample depth information from duplicate sample,20,0,,671.0,0.0,0.0,4.0,6.0,1.0,3.0,32.0,0.0,0.0,0.0,320.0,7.0,82.0,4.0,0.0,0.0,0.0,0.0,179.0,4.0,1.0,0.0,6.0,5.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,17.006759643554688
V22-168,ATL947_0769,1,Piston,-17.47,-5.183,4625.0,11.0,0.0,0.01,0.005,CLIMAP Project Members,Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. adamsi set to 0, G. hexagonus set to 0, T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, G. conglomerata set to 0",20,0,,427.0,0.0,0.0,25.0,0.0,39.0,3.0,20.0,7.0,0.0,0.0,34.0,2.0,2.0,0.0,17.0,0.0,0.0,0.0,7.0,20.0,2.0,7.0,80.0,60.0,9.0,4.0,2.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,21.71688461303711
V22-169,ATL947_0770,1,Piston,-16.25,-5.733,3499.0,11.0,0.0,0.01,0.005,CLIMAP Project Members,Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. adamsi set to 0, G. hexagonus set to 0, T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, G. conglomerata set to 0",20,0,,511.0,0.0,0.0,22.0,0.0,31.0,5.0,21.0,2.0,0.0,0.0,36.0,17.0,1.0,0.0,8.0,0.0,0.0,0.0,10.0,47.0,2.0,9.0,107.0,65.0,31.0,7.0,3.0,13.0,9.0,0.0,0.0,0.0,6.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,21.826129913330078
V22-172,ATL947_0771,1,Piston,-12.67,-9.817,4127.0,11.0,0.0,0.01,0.005,CLIMAP Project Members,Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. adamsi set to 0, G. hexagonus set to 0, T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, G. conglomerata set to 0",20,0,,395.0,0.0,0.0,10.0,0.0,13.0,2.0,6.0,5.0,0.0,0.0,8.0,10.0,5.0,0.0,7.0,0.0,0.0,0.0,3.0,6.0,1.0,21.0,176.0,35.0,6.0,2.0,1.0,26.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,23.55681037902832
V22-175,ATL947_0772,1,Piston,-8.767,-14.28,2950.0,11.0,0.0,0.01,0.005,CLIMAP Project Members,Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. adamsi set to 0, G. hexagonus set to 0, T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, G. conglomerata set to 0",20,0,,432.0,0.0,0.0,3.0,0.0,24.0,0.0,2.0,1.0,0.0,0.0,1.0,11.0,1.0,0.0,11.0,0.0,0.0,0.0,1.0,4.0,2.0,23.0,177.0,72.0,3.0,1.0,2.0,33.0,5.0,0.0,0.0,1.0,6.0,2.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,25.217416763305664
V22-177,ATL947_0773,1,Piston,-7.75,-14.6,3290.0,11.0,0.0,0.01,0.005,CLIMAP Project Members,Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. adamsi set to 0, G. hexagonus set to 0, T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, G. conglomerata set to 0",20,0,,450.0,0.0,0.0,2.0,1.0,31.0,3.0,4.0,3.0,0.0,0.0,14.0,31.0,15.0,0.0,14.0,0.0,0.0,0.0,11.0,2.0,1.0,28.0,123.0,87.0,4.0,9.0,1.0,22.0,4.0,0.0,0.0,0.0,2.0,1.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,25.38029670715332
V22-179,ATL947_0774,1,Piston,-4.883,-15.73,3576.0,11.0,0.0,0.01,0.005,CLIMAP Project Members,Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. adamsi set to 0, G. hexagonus set to 0, T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, G. conglomerata set to 0",20,0,,524.0,0.0,0.0,6.0,0.0,31.0,0.0,5.0,4.0,0.0,0.0,6.0,28.0,13.0,0.0,18.0,0.0,0.0,0.0,2.0,0.0,1.0,56.0,161.0,128.0,0.0,2.0,0.0,15.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,25.52838897705078
V22-180,ATL947_0775,1,Piston,-3.3,-16.43,4338.0,11.0,0.0,0.01,0.005,CLIMAP Project Members,Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. adamsi set to 0, G. hexagonus set to 0, T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, G. conglomerata set to 0",20,0,,366.0,0.0,0.0,5.0,0.0,68.0,0.0,2.0,21.0,0.0,0.0,4.0,50.0,13.0,0.0,58.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0,14.0,87.0,0.0,2.0,4.0,7.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,25.567556381225586
V22-182,ATL947_0776,1,Piston,-0.533,-17.27,3776.0,11.0,0.0,0.01,0.005,CLIMAP Project Members,Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. adamsi set to 0, G. hexagonus set to 0, T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, G. conglomerata set to 0",20,0,,430.0,0.0,0.0,4.0,0.0,28.0,1.0,1.0,10.0,0.0,0.0,2.0,13.0,7.0,0.0,14.0,0.0,0.0,0.0,1.0,16.0,0.0,27.0,136.0,75.0,0.0,0.0,1.0,19.0,8.0,0.0,0.0,0.0,3.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,25.72090721130371
